Player Number,Time,HR (bpm),Date,Start time,Duration,Average heart rate (bpm),Calories
18,00:00:00,99,21-04-2023,09:19:48,00:30:21,78,38
,00:00:01,99,,,,,
,00:00:02,99,,,,,
,00:00:03,98,,,,,
,00:00:04,97,,,,,
,00:00:05,94,,,,,
,00:00:06,94,,,,,
,00:00:07,93,,,,,
,00:00:08,93,,,,,
,00:00:09,94,,,,,
,00:00:10,94,,,,,
,00:00:11,94,,,,,
,00:00:12,93,,,,,
,00:00:13,95,,,,,
,00:00:14,96,,,,,
,00:00:15,96,,,,,
,00:00:16,93,,,,,
,00:00:17,91,,,,,
,00:00:18,87,,,,,
,00:00:19,87,,,,,
,00:00:20,86,,,,,
,00:00:21,86,,,,,
,00:00:22,85,,,,,
,00:00:23,85,,,,,
,00:00:24,85,,,,,
,00:00:25,84,,,,,
,00:00:26,83,,,,,
,00:00:27,82,,,,,
,00:00:28,80,,,,,
,00:00:29,78,,,,,
,00:00:30,79,,,,,
,00:00:31,78,,,,,
,00:00:32,78,,,,,
,00:00:33,78,,,,,
,00:00:34,78,,,,,
,00:00:35,77,,,,,
,00:00:36,72,,,,,
,00:00:37,70,,,,,
,00:00:38,70,,,,,
,00:00:39,70,,,,,
,00:00:40,70,,,,,
,00:00:41,71,,,,,
,00:00:42,71,,,,,
,00:00:43,70,,,,,
,00:00:44,70,,,,,
,00:00:45,69,,,,,
,00:00:46,69,,,,,
,00:00:47,69,,,,,
,00:00:48,70,,,,,
,00:00:49,70,,,,,
,00:00:50,69,,,,,
,00:00:51,69,,,,,
,00:00:52,69,,,,,
,00:00:53,69,,,,,
,00:00:54,70,,,,,
,00:00:55,70,,,,,
,00:00:56,72,,,,,
,00:00:57,77,,,,,
,00:00:58,78,,,,,
,00:00:59,78,,,,,
,00:01:00,78,,,,,
,00:01:01,78,,,,,
,00:01:02,77,,,,,
,00:01:03,74,,,,,
,00:01:04,69,,,,,
,00:01:05,68,,,,,
,00:01:06,69,,,,,
,00:01:07,70,,,,,
,00:01:08,72,,,,,
,00:01:09,73,,,,,
,00:01:10,73,,,,,
,00:01:11,72,,,,,
,00:01:12,71,,,,,
,00:01:13,71,,,,,
,00:01:14,71,,,,,
,00:01:15,70,,,,,
,00:01:16,70,,,,,
,00:01:17,69,,,,,
,00:01:18,70,,,,,
,00:01:19,70,,,,,
,00:01:20,69,,,,,
,00:01:21,69,,,,,
,00:01:22,70,,,,,
,00:01:23,69,,,,,
,00:01:24,68,,,,,
,00:01:25,69,,,,,
,00:01:26,70,,,,,
,00:01:27,71,,,,,
,00:01:28,71,,,,,
,00:01:29,71,,,,,
,00:01:30,72,,,,,
,00:01:31,71,,,,,
,00:01:32,69,,,,,
,00:01:33,69,,,,,
,00:01:34,69,,,,,
,00:01:35,69,,,,,
,00:01:36,69,,,,,
,00:01:37,67,,,,,
,00:01:38,67,,,,,
,00:01:39,67,,,,,
,00:01:40,67,,,,,
,00:01:41,67,,,,,
,00:01:42,66,,,,,
,00:01:43,67,,,,,
,00:01:44,68,,,,,
,00:01:45,70,,,,,
,00:01:46,71,,,,,
,00:01:47,70,,,,,
,00:01:48,69,,,,,
,00:01:49,68,,,,,
,00:01:50,68,,,,,
,00:01:51,68,,,,,
,00:01:52,68,,,,,
,00:01:53,68,,,,,
,00:01:54,68,,,,,
,00:01:55,69,,,,,
,00:01:56,69,,,,,
,00:01:57,69,,,,,
,00:01:58,69,,,,,
,00:01:59,70,,,,,
,00:02:00,70,,,,,
,00:02:01,70,,,,,
,00:02:02,69,,,,,
,00:02:03,69,,,,,
,00:02:04,70,,,,,
,00:02:05,70,,,,,
,00:02:06,70,,,,,
,00:02:07,70,,,,,
,00:02:08,70,,,,,
,00:02:09,69,,,,,
,00:02:10,69,,,,,
,00:02:11,69,,,,,
,00:02:12,69,,,,,
,00:02:13,70,,,,,
,00:02:14,70,,,,,
,00:02:15,72,,,,,
,00:02:16,73,,,,,
,00:02:17,73,,,,,
,00:02:18,74,,,,,
,00:02:19,76,,,,,
,00:02:20,76,,,,,
,00:02:21,75,,,,,
,00:02:22,74,,,,,
,00:02:23,73,,,,,
,00:02:24,73,,,,,
,00:02:25,73,,,,,
,00:02:26,73,,,,,
,00:02:27,73,,,,,
,00:02:28,73,,,,,
,00:02:29,73,,,,,
,00:02:30,73,,,,,
,00:02:31,72,,,,,
,00:02:32,72,,,,,
,00:02:33,72,,,,,
,00:02:34,72,,,,,
,00:02:35,74,,,,,
,00:02:36,75,,,,,
,00:02:37,75,,,,,
,00:02:38,74,,,,,
,00:02:39,74,,,,,
,00:02:40,74,,,,,
,00:02:41,73,,,,,
,00:02:42,73,,,,,
,00:02:43,73,,,,,
,00:02:44,73,,,,,
,00:02:45,73,,,,,
,00:02:46,72,,,,,
,00:02:47,72,,,,,
,00:02:48,72,,,,,
,00:02:49,73,,,,,
,00:02:50,73,,,,,
,00:02:51,73,,,,,
,00:02:52,73,,,,,
,00:02:53,73,,,,,
,00:02:54,73,,,,,
,00:02:55,74,,,,,
,00:02:56,74,,,,,
,00:02:57,75,,,,,
,00:02:58,75,,,,,
,00:02:59,75,,,,,
,00:03:00,76,,,,,
,00:03:01,76,,,,,
,00:03:02,76,,,,,
,00:03:03,77,,,,,
,00:03:04,77,,,,,
,00:03:05,78,,,,,
,00:03:06,77,,,,,
,00:03:07,77,,,,,
,00:03:08,77,,,,,
,00:03:09,77,,,,,
,00:03:10,76,,,,,
,00:03:11,77,,,,,
,00:03:12,77,,,,,
,00:03:13,77,,,,,
,00:03:14,78,,,,,
,00:03:15,78,,,,,
,00:03:16,78,,,,,
,00:03:17,78,,,,,
,00:03:18,78,,,,,
,00:03:19,77,,,,,
,00:03:20,77,,,,,
,00:03:21,76,,,,,
,00:03:22,76,,,,,
,00:03:23,76,,,,,
,00:03:24,76,,,,,
,00:03:25,76,,,,,
,00:03:26,76,,,,,
,00:03:27,75,,,,,
,00:03:28,75,,,,,
,00:03:29,74,,,,,
,00:03:30,74,,,,,
,00:03:31,74,,,,,
,00:03:32,74,,,,,
,00:03:33,75,,,,,
,00:03:34,74,,,,,
,00:03:35,74,,,,,
,00:03:36,74,,,,,
,00:03:37,75,,,,,
,00:03:38,76,,,,,
,00:03:39,77,,,,,
,00:03:40,76,,,,,
,00:03:41,73,,,,,
,00:03:42,72,,,,,
,00:03:43,73,,,,,
,00:03:44,73,,,,,
,00:03:45,73,,,,,
,00:03:46,73,,,,,
,00:03:47,73,,,,,
,00:03:48,73,,,,,
,00:03:49,73,,,,,
,00:03:50,73,,,,,
,00:03:51,73,,,,,
,00:03:52,75,,,,,
,00:03:53,76,,,,,
,00:03:54,77,,,,,
,00:03:55,77,,,,,
,00:03:56,77,,,,,
,00:03:57,77,,,,,
,00:03:58,77,,,,,
,00:03:59,78,,,,,
,00:04:00,78,,,,,
,00:04:01,77,,,,,
,00:04:02,76,,,,,
,00:04:03,76,,,,,
,00:04:04,76,,,,,
